source	target
AVEDIS	एवेडिस
FORTALEZA DA GUIA	फोर्टालेज़ा दा गुइआ
Dinakaran	द‍िनाकरण
AGRICULTURE	एग्रिकलचर
FAHEEMAH	फहीमाह
WALMIKI	वाल्मीकि
ALMIRANTE LATORRE	अल्मीरेंट लेटौर
ANDREW JONES	एण्ड्रयू जोंस
AKHFASH	अखफाश
TIMBALES	टिमबेल्स
IODINE	आयोडीन
ASHRAF JAHANGIR SAMNANI	अशरफ जहाँगीर समनानी
JAHAZI LUTERA	जहाज़ी लुटेरा
CRICKETER	क्रिकेटर
BRULE	ब्रूल
MAIN SHADI KARNE CHALA	मैं शादी करने चला
OLYMPIC MEDALISTS	ओलिंपिक मेडलिस्ट
THURINGEN	थरिंगन
HEER RANJHA	हीर रांझा
SMRITI	स्मृति
CHARITHA BUDDHIKA	चरिथा बुद्धिका
NIGHOJKAR	निघोजकर
CHANPAK	चंपक
BALAUDA TAKUN	बलौदा ताकुन
CONRAD	कौनराड
BASEL	बासेल
TEKLI	टेक्ली
GURUDWARA TARANTAARAN SAHIB	गुरूद्वारा तरनतारन साहिब
RAHAT	राहत
HAMD	हम्द
AGENT	एजेंट
TEJASWI	तेजस्वी
TAKHAT SHRI DAMDAMA SAHIB, BANTHIDA (PUNJAB)	तखत श्री दमदमा साहिब, बनठिंडा (पंजाब)
AAKAANKSHAA	आकांक्षा
KENDURKAR	केंदुरकर
ASHIVAN	अशिवन
KHATEEB	खतीब
AETNA	एट्ना
COLUMBIA	कोलम्बिया
SWASTI	स्वस्ति
RAAJAVRAKSH	राजवृक्ष
MICHAEL ONTAZE	मायकल ओन्ताजे
CHANDAN NAGAR	चंदन नगर
JIVAN	जीवन
NUZHAT	नुज़्हत
SHAHJEHAN	शाहजहाँ
MAHODAREE	महोदरी
AITHAL	ऐथल
CHANDI SONA	चाँदी सोना
MAIN HOON ALLADIN	मैं हूँ अलादीन
MEDALS OF HONOR	मेडल्स ऑफ ऑनर
HAYTHAM	हैदम
YAARON	यारों
VANHI	वान्ही
YVONNE	वॉन्नी
AGAATHA	अगाथा
CRANFIELD UNIVERSITY	क्रैनफील्ड यूनिवर्सिटी
VEDI	वेदी
BANSILAAL	बंसीलाल
CARBORUNDUM	कॅरबॉरंडम
ANURAAG	अनुराग
BAALAGOPAL	बालगोपाल
WICKERSON	विकर्सन
RAIL KA DIBBA	रेल का डिब्बा
KAYLEE	केली
AHRAURA ROAD	अहरौरा रोड
BEDI	बेदी
CEDI	कैडी
ELKHART	एल्कहार्ट
RADHA KRISHNA	राधा क़ृष्ण
SNEHALATA	स्नेहलता
AZAAD	आज़ाद
CHRIS SILVERWOOD	क्रिस सिल्वरवुड
ASIF MAHMOOD	आसिफ महमूद
RAADHIKAA	राधिका
RAO SAHEB	राव साहब
WOLSELEY	वॉल्सेले
ARETHA FRANKLIN	एरीथा फ़्रेंकलिन
SAN MARTINO	सैन मार्टिनो
BECKER	बेकर
SHARANYU	शरण्यु
CARLTON BAUGH	कार्लटन बॉग
Alameda	अलमेडा
SAYID	सईद
CLINT EASTWOOD	क्लिंट इस्टवुड
GOONJ	गूँज
YEN	येन
Winnipeg	विनिपेग
CHITTAPUR	चित्तपुर
IAN REDPATH	इआन रेडपाथ
MANZILEN	मंज़िलें
MAMAJI	मामाजी
SEN	सेन
CLETA	क्लेटा
Besharam	बेशरम
ZAMEEN AASMAN	ज़मीन आसमान
HASEENA	हसीना
SANT GYANESHWAR	संत ज्ञानेश्वर
MUBIN	मुबीन
ATEEQAH	अतीकाह
DARPAN	दर्पण
CITY UNIVERSITY	सिटी यूनिवर्सिटी
MOHAMMAD	मोहम्मद
CHETAR	चेतार
HEKLA	हेक्ला
BAGALKOT	बागलकोट
CLIVE RICE	क्लाइव राइस
JAYASEKERA	जयसेकरा
HUM SE HAI ZAMANA	हम से है ज़माना
DHRUV	ध्रुव
RAJHANS	राजहंस
APOLLO TYRES	अपोलो टायर्स
MAHADANE	महादाणे
NRIPENDRA	नृपेंद्र
JOHN TASH	जॉन टॅश
AMR	अम्र
DOUGAL	डॉगल
VYOMESH	व्योमेश
DEHRABAD	देहराबाद
NARTAKI CHITRA	नर्तकी चित्र
PAPEEHA RE	पपीहा रे
CAPTAIN BARRY	कैप्टन बैरी
GOVINDGARH	गोविंदगढ़
CROSSROADS CHRISTIAN CENTER	क्रॉसरोडस क्रिश्चियन सेंटर
RUSSIAN FEDERATION	रशियन फ़ेडरेशन
KAUSHALYA	कौशल्या
SHUK	शुक
RADHAVALLABH	राधवल्लभ
PIMPARIKAR	पिंपरीकर
Pushpinder	पुष्पिंदर
FORT SNELLING	फोर्ट स्नेलिंग
HARVEY AWARDS	हार्वे अवार्ड्‍स
TAVLEEN	तवलीन
EK BECHARA	एक बेचारा
SAHAS	सहस
RUGGIERO DI LAURIA	रुगेरो दी लॉरिया
BAUHAUS SYSTEM	बुहाउस सिस्टम
TALON	टेलॉन
CENTRAL AMERICA MAYA	सेंट्रल अमेरिका माया
Mandya	मण्डया
AKRAM	अकरम
NET SERVICOS DE COMUNICACAO	नेट सर्विकोज़ डी कम्युनिकाकेओ
KOHLI	कोहली
PHOENIX	फीनिक्स
DABEER	डबीर
Orrick	ओरिक
MATANZAS	मेटान्ज़ास
Saarangikaa	सारंगिका
Rad	रेड
P'yongyang	पियोंगयांग
ENCANA	एंकाना
VIKRAM RATHOUR	विक्रम राठौर
Dayanita	दयनिता
Hamood	हमूद
NIKUNJ	निकुंज
DAHSHAT	दहशत
Amiu	अमियू
GREAT BRITAIN	ग्रेट ब्रिटेन
SANTAN	संतान
HELIUM	हीलियम
ABDUS SAMAD	अब्दुस समद
CHITRAL	चित्रल
BABOOJI	बाबूजी
ANURAG	अनुराग
MRADAA	मृदा
BIRUR JUNCTION	बिरुर जंक्शन
SUHAYLAH	सुहेलाह
AABSHAR	आबशर
Emerson	इमर्सन
TONGO	टॉगो
IZHAAR	इज़हार
Adora	एडोरा
GRIFFIN	ग्रिफिन
PRICOL	प्रिकॉल
HILLS LUMSHNONG VILLAGE	हिल्स लम्सनाँग विलेज
HIZEN	हाइज़न
MUNI	मुनि
NAYA KADAM	नया कदम
BADDHAN	बद्धण
KEIRAN	कैरन
TRIPTI	तृप्ति
Yar	यार
KAJAL SHARMA	काजल शर्मा
DONALD RUMSFELD	डोनाल्ड रम्सफ़ील्ड
ACHALGANJ	अचलगंज
ARGENTINA MUSEUM OF NATURAL SCIENCES	अर्जेंट‍ीना म्युज़ियम ऑफ नैचरल साइंसेस
CLAUDETTE	क्लाउडेट
MAADHAVEE	माधवी
BIN MAA KE BHACHCHEY	बिन माँ के बच्चे
VIBHOR	विभोर
THOROLF RAFTO MEMORIAL PRIZE	थोरोल्फ रैफ्टो मेमोरियल प्राइज़
SAVITA	सविता
BIG BROTHER AWARDS	बिग ब्रदर अवार्ड्‍स
RAJESHWAR	राजेश्वर
RAFE	रैफ
DIL KI BASTI	दिल की बस्ती
JUTHAMAH	जुथमाह
BRAD YOUNG	ब्रैड यंग
Pandhari	पंढरी
ALETHA	एलेटा
VISHVAROOP	विश्वरूप
BISHOP	बिशप
ALEXANDER	अलेक्जेंडर
SAN PAOLO IMI	सन पेओलो मी
DELPHI	डेल्फ़ी
BOWDEN FORT	बोडन फोर्ट
ANDROS MARITIME MUSEUM	एण्ड्रॉस मैर‍िटाइम म्युज़ियम
KATO KAELIN	किट्टी कैली
PHIROZA	फिरोज़ा
NEIL	नील
DAMASCUS	दमास्कस
IMAM BONJOL FORT	इमाम बॉन्जल फोर्ट
NITROGEN	नाइट्रोजन
TAVITA	टेविटा
ABDUL BAAREE	अब्दुल बारी
KULBHUSHAN	कुलभूषण
JAI RADHAKRISHNA	जय राधाक़ृष्ण
MATHMESH	मथमेश
WATAN KE RAKHWALE	वतन के रखवाले
Electra	इलेक्ट्रा
LEONE	लियॉन
AMLAKHURD	आम्लाखुर्द
CHAMA	कामा
HUJJAT	हुज्जत
AANAND	आनंद
GREENLAND	ग्रीनलैंड
BARWADIH JUNCTION	बरवादिह जंक्शन
RIO GRANDE RIVER	रिओ ग्रांड रिवर
AZIZ MAHMUD HUDAYI	अज़ीज़ महमूद हुदाई
ALAIN	अलैन
SA'IRAH	साइराह
GRAEME PORTER	ग्रीम पोर्टर
RAKEEB	रकीब
HOCHE	हॉक
CITADELLE FORT	सिटाडेल फोर्ट
GURUVAYUR	गुरुवयूर
PETER KIRSTEN	पीटर किर्स्टन
SAMANT	सामंत
ABAN LOYDCHILES	अबान लॉयडचिलीज़
JEENE DO	जीने दो
CHAMINDA VAAS	चमिंडा वास
RAY CHARLES	रे चार्ल्स
DHYANESH	ध्यानेश
WHITBREAD	व्हिटब्रेड
DOROTHY CANFIELD FISHER CHILDREN'S BOOK AWARD	डोरोथी कैनफील्ड फिशर चिल्ड्रन बुक अवार्ड
NAVATHYE	नवाथ्ये
FORBES GOKAK	फ़ोर्ब्स गोकाक
MOME KI GUDIA	मोम की गुड़िया
WAJID	वाजिद
GARETH BREESE	गैरेथ ब्रीस
CALCIUM	कै‍ल्शियम
Gaston	गैस्टन
LALITKISHORE	ललितकिशोर
JAYPEE	जयपी
AVIAN	एवियन
BHAGTANWALA	भगतनवाला
LALCHAND RAJPUT	लालचंद राजपूत
RAMIZ	रमीज़
SANYAKTA	संयक्ता
PEAK DISTRICT	पीक डिस्ट्रिक्ट
COLLIS KING	कॉलिस किंग
DUBIA	दुबिया
PAMELA	पामेला
TAMBUTICA	तम्बुटिका
VANADIUM	वेनडियम
OPERA HOUSE	ओपेरा हाउस
MAHAL	महल
MAHAK	महक
ABU ROAD	आबु रोड
BARFLEUR	बार्फ्लेयर
Ajmal	अजमल
MAHAD	महड
Dichpalli	दिचपल्ली
DEXTRA	डेक्स्ट्रा
Baidu.com	बेदु.कॉम
TUMADUR	तुमादुर
BUDHLADA	बुधलाड़ा
Namur	नामुर
SANTOUR	संतूर
MANN	मान
BADMASHON KA BADMASH	बदमशों का बदमाश
CHITRAKSH	चित्राक्ष
JOGGING	जॉगिंग
VAFI	वाफी
JENNESSA	जेनेसा
PAUL ADAMS	पॉल एडम्स
HARNETT	हार्नेट
PAISE KI GUDIYA	पैसे की गुड़िया
ANGAARIKA	अंगारिका
DEWALGAON	देवालगांव
COWDREY	कॉड्रे
Cognizant	कॉग्निज़ेंट
FELIS SHELF	फ़िलीस श्चेल्फी
RESHMA AUR SHERA	रेश्मा और शेरा
VIVIAN	विवियन
TATE GALLERY	टेट गैलरी
SHEK LEI PUI RESERVOIR	शेक लेई पुई रिज़रवायर
BASKE	बस्के
BADHADA	बाधड़ा
ANKUSHEE	अंकुशी
SARDAR	सरदार
Europe	यूरोप
KASHIFAH	कशिफाह
BLUE DART	ब्लू डार्ट
JANAM JANAM KE PHERE	जनम जनम के फेरे
IKRAAR	इकरार
BALRAAM	बलराम
EMILIE	एमिली
WILLARD	विलार्ड
KHUDAI KHIDMATGAR	खुदाई खिदमतगार
BAYER INDIA	बेयर इंडिया
ELATA	इलेटा
JUSTICE CHOUDHARY	जस्टिस चौधरी
BHISE	भिसे
ELECTRICITE DE FRANCE	इलेक्ट्रीसाइट डी फ़्रांस
ASLANA	अस्लाना
ROYAL GORGE	रॉयल गॉर्ज
KARISHMA KALI KA	करिश्मा कली का
ZINDAGANI	ज़िंदगानी
KAVTHEKAR	कवठेकर
BIWI KIRAYE KI	बीवी किराए की
CLEAVANT	क्लीवेंट
AWARAGARDI	आवारागर्दी
CLERK	क्लर्क
JAYANT	जयंत
Guido	गुइडो
PAWANA	पवाना
VICTORY	विक्ट्री
GAJARUPA	गजरूपा
BADALTE RISHTE	बदलते रिश्ते
KITNA BADAL GAYA INSAN	कितना बदल गया इंसान
SHERISE	शेरीज
ANTHONY STUART	एंथनी स्टुआर्ट
LYNDA	लिंडा
Cole	कोल
KHILADI	खिलाड़ी
WAKEFIELD CHRISTIAN	वेकफ़िल्ड क्रिश्चियन
MANJALAR	मंजलर
MAIZERET	मैज़रेट
SAMIT	समित
SIKAND	सिकंद
SAKAL	सकाल
TRIPARNA	त्रिपर्णा
PADOSI	पड़ोसी
MUTTEE	मुत्ती
TULIKA	तूलिका
NORTH EAST LAND	नॉर्थ इस्ट लैंड
BEEN KA JADU	बीन का जादू
ANCON	एन्कन
Kacia	केसिया
CHATPATI	चटपटी
LEIGHANNA	लैग़ना
KARAMGATI	करमगति
URAN	युरन
BUSINESS LINE	बिज़नेस लाइन
PADMAVATI	पद्मावती
Acharysut	आचार्यसुत
BREAKWATER FORT	ब्रेकवॉटर फोर्ट
SWAROOPAA	स्वरूपा
PANCHKULA	पंचकुला
AAHAT	आहट
ANADOLUHISAR FORT	एनाडोल्यूहिसर फोर्ट
ITA	ईटा
WEST COAST	वेस्ट कोस्ट
BAALGOPAAL	बालगोपाल
JEEVAL	जीवल
SENEGAL	सेनेगल
MELVA	मेल्वा
GHIYATH	गियाथ
PIYA PYARE	पिया प्यारे
UNIVERSITY OF MIAMI	यूनिवर्सिटी ऑफ मियामी
ETA	एटा
BOXING	बॉक्सिंग
ONKAR	ओंकार
REKHI	रेखी
Baran	बाराँ
KORO	कोरो
CHALISGAON JUNCTION	चालीसगांव जंक्शन
SHAHI BAZAR	शाही बाज़ार
USMAN DAN FODIO	उस्मान दान फोडियो
TAKHAT SHRI SACHKHAND SAHIB, NANDED (MAHARASHTRA)	तखत श्री सचखंड साहिब, नांदेड़ (महाराष्‍ट्र)
AZAM NAGAR	आज़म नगर
DUMBEG	डमबेग
BANKURA	बांकुरा
Barar	बरार
DRONACHELLAM JUNCTION	द्रोनाकेलम जंक्शन
Yoland	योलैन्ड
KEITH STACKPOLE	कैथ स्टैकपोल
AZAMGARH	आजमगढ़
THUWAYBAH	थुवैबाह
KANDARPA	कन्दर्प
SCOT	स्कॉट
SHEKEL	शेकेल
VAAMAN	वामन
COPERNICUS	कॉपरनिकस
GURUDWARA FALAHI SAHIB	गुरूद्वारा फलाही साहिब
TRIPOLI	ट्रिपॉली
MUNEEB	मुनीब
SEVIER	सेवियर
ONKARPREET	ओंकारप्रीत
Mundia	मूंदिया
Bilhaur	बिल्हौर
ARAFURA	अराफुरा
TACY	टेसी
SANJAY	संजय
CALANDRA	कैलेंड्रा
MUNIYA	मुनिया
CRYSTAL	क्रिस्टल
BHARAT	भरत
DWARKAGANJ	द्वारकागंज
RAMAVATAR	रामावतर
GYALSHING	ग्यालशिंग
ABDUL RAHIM	अब्दुल रहीम
LABIB	लबीब
SIHAM	सिहाम
LOS MARMOLES	लॉस मार्मोल्स
Sidra	सिड्रा
COMMIE AWARDS	कॉमी अवार्ड्‍स
ANUPGARH	अनुपगढ़
TOHDA	टोहड़ा
TALISMA	तलीस्मा
DAKU MANSOOR	डाकू मंसूर
STEINER LEISURE LIMITED	स्टेनर लेज़र लिमिटेड
KUNWARA BAAP	कुँवारा बाप
CHANDA FORT	चंदा फोर्ट
SHRILATA	श्रीलता
MADRAS	मद्रास
MADLIENA TOWER FORT	मैडलीना टावर फोर्ट
ARIB	अरीब
COMMENCEMENT BAY	कमेंस्मेंट बे
ERZHERZOG KARL	अर्ज़रज़ोग कार्ल
MERI ZUBAAN	मेरी ज़ुबान
SHENZHEN SPECIAL ZONE DAILY TOWER	शेन्ज़ेन स्पेशल ज़ोन डेली टॉवर
NAI MAA	नई माँ
